expediente_mayo,expediente_septiembre,estado_procesal_mayo,estado_procesal_septiembre,cambio_status
PFC.H.A.2/000650-2023,PFC.H.A.2/000650-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000651-2023,PFC.H.A.2/000651-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000652-2023,PFC.H.A.2/000652-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000653-2023,PFC.H.A.2/000653-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000654-2023,PFC.H.A.2/000654-2023,"No Conciliada","No Conciliada","Sin cambio"
PFC.H.A.2/000655-2023,PFC.H.A.2/000655-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000656-2023,PFC.H.A.2/000656-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000657-2023,PFC.H.A.2/000657-2023,"No Conciliada","No Conciliada","Sin cambio"
PFC.H.A.2/000658-2023,PFC.H.A.2/000658-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000659-2023,PFC.H.A.2/000659-2023,Improcedente,Improcedente,"Sin cambio"
PFC.H.A.2/000660-2023,PFC.H.A.2/000660-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000661-2023,PFC.H.A.2/000661-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000662-2023,PFC.H.A.2/000662-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000663-2023,PFC.H.A.2/000663-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000664-2023,PFC.H.A.2/000664-2023,"No Conciliada","No Conciliada","Sin cambio"
PFC.H.A.2/000665-2023,PFC.H.A.2/000665-2023,"No Conciliada","No Conciliada","Sin cambio"
PFC.H.A.2/000666-2023,PFC.H.A.2/000666-2023,Improcedente,Improcedente,"Sin cambio"
PFC.H.A.2/000667-2023,PFC.H.A.2/000667-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000668-2023,PFC.H.A.2/000668-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000669-2023,PFC.H.A.2/000669-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000670-2023,PFC.H.A.2/000670-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000671-2023,PFC.H.A.2/000671-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000672-2023,PFC.H.A.2/000672-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000673-2023,PFC.H.A.2/000673-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000674-2023,PFC.H.A.2/000674-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000675-2023,PFC.H.A.2/000675-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000676-2023,PFC.H.A.2/000676-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000677-2023,PFC.H.A.2/000677-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000678-2023,PFC.H.A.2/000678-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000679-2023,PFC.H.A.2/000679-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000680-2023,PFC.H.A.2/000680-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000681-2023,PFC.H.A.2/000681-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000682-2023,PFC.H.A.2/000682-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000683-2023,PFC.H.A.2/000683-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000684-2023,PFC.H.A.2/000684-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000685-2023,PFC.H.A.2/000685-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000686-2023,PFC.H.A.2/000686-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000687-2023,PFC.H.A.2/000687-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000688-2023,PFC.H.A.2/000688-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000689-2023,PFC.H.A.2/000689-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000690-2023,PFC.H.A.2/000690-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000691-2023,PFC.H.A.2/000691-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000692-2023,PFC.H.A.2/000692-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000693-2023,PFC.H.A.2/000693-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000694-2023,PFC.H.A.2/000694-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000695-2023,PFC.H.A.2/000695-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000696-2023,PFC.H.A.2/000696-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000697-2023,PFC.H.A.2/000697-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000698-2023,PFC.H.A.2/000698-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000699-2023,PFC.H.A.2/000699-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000700-2023,PFC.H.A.2/000700-2023,Cancelada,Cancelada,"Sin cambio"
PFC.H.A.2/000701-2023,PFC.H.A.2/000701-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000702-2023,PFC.H.A.2/000702-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000703-2023,PFC.H.A.2/000703-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000704-2023,PFC.H.A.2/000704-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000705-2023,PFC.H.A.2/000705-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000706-2023,PFC.H.A.2/000706-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000707-2023,PFC.H.A.2/000707-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/000708-2023,PFC.H.A.2/000708-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000709-2023,PFC.H.A.2/000709-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000710-2023,PFC.H.A.2/000710-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000711-2023,PFC.H.A.2/000711-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000712-2023,PFC.H.A.2/000712-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000713-2023,PFC.H.A.2/000713-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000714-2023,PFC.H.A.2/000714-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000715-2023,PFC.H.A.2/000715-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000716-2023,PFC.H.A.2/000716-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000717-2023,PFC.H.A.2/000717-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000718-2023,PFC.H.A.2/000718-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000719-2023,PFC.H.A.2/000719-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000720-2023,PFC.H.A.2/000720-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000721-2023,PFC.H.A.2/000721-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000722-2023,PFC.H.A.2/000722-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000723-2023,PFC.H.A.2/000723-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000724-2023,PFC.H.A.2/000724-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000725-2023,PFC.H.A.2/000725-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000726-2023,PFC.H.A.2/000726-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000727-2023,PFC.H.A.2/000727-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000728-2023,PFC.H.A.2/000728-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000729-2023,PFC.H.A.2/000729-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000730-2023,PFC.H.A.2/000730-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000731-2023,PFC.H.A.2/000731-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000732-2023,PFC.H.A.2/000732-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000733-2023,PFC.H.A.2/000733-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000734-2023,PFC.H.A.2/000734-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000735-2023,PFC.H.A.2/000735-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000736-2023,PFC.H.A.2/000736-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000737-2023,PFC.H.A.2/000737-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000738-2023,PFC.H.A.2/000738-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000739-2023,PFC.H.A.2/000739-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000740-2023,PFC.H.A.2/000740-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000741-2023,PFC.H.A.2/000741-2023,Improcedente,Improcedente,"Sin cambio"
PFC.H.A.2/000742-2023,PFC.H.A.2/000742-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000743-2023,PFC.H.A.2/000743-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000744-2023,PFC.H.A.2/000744-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000745-2023,PFC.H.A.2/000745-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000746-2023,PFC.H.A.2/000746-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/000747-2023,PFC.H.A.2/000747-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000748-2023,PFC.H.A.2/000748-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000749-2023,PFC.H.A.2/000749-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000750-2023,PFC.H.A.2/000750-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000751-2023,PFC.H.A.2/000751-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000752-2023,PFC.H.A.2/000752-2023,"No Conciliada","No Conciliada","Sin cambio"
PFC.H.A.2/000753-2023,PFC.H.A.2/000753-2023,"En Trámite","No Conciliada",Cambio
PFC.H.A.2/000754-2023,PFC.H.A.2/000754-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000755-2023,PFC.H.A.2/000755-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000756-2023,PFC.H.A.2/000756-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000757-2023,PFC.H.A.2/000757-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000758-2023,PFC.H.A.2/000758-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000759-2023,PFC.H.A.2/000759-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000760-2023,PFC.H.A.2/000760-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000761-2023,PFC.H.A.2/000761-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000762-2023,PFC.H.A.2/000762-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000763-2023,PFC.H.A.2/000763-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000764-2023,PFC.H.A.2/000764-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000765-2023,PFC.H.A.2/000765-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000766-2023,PFC.H.A.2/000766-2023,"No Conciliada","No Conciliada","Sin cambio"
PFC.H.A.2/000767-2023,PFC.H.A.2/000767-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000768-2023,PFC.H.A.2/000768-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000769-2023,PFC.H.A.2/000769-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000770-2023,PFC.H.A.2/000770-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000771-2023,PFC.H.A.2/000771-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000772-2023,PFC.H.A.2/000772-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000773-2023,PFC.H.A.2/000773-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000774-2023,PFC.H.A.2/000774-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000775-2023,PFC.H.A.2/000775-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000776-2023,PFC.H.A.2/000776-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000777-2023,PFC.H.A.2/000777-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000778-2023,PFC.H.A.2/000778-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000779-2023,PFC.H.A.2/000779-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000780-2023,PFC.H.A.2/000780-2023,"No Conciliada","No Conciliada","Sin cambio"
PFC.H.A.2/000781-2023,PFC.H.A.2/000781-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000782-2023,PFC.H.A.2/000782-2023,"No Conciliada","No Conciliada","Sin cambio"
PFC.H.A.2/000783-2023,PFC.H.A.2/000783-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000784-2023,PFC.H.A.2/000784-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000785-2023,PFC.H.A.2/000785-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000786-2023,PFC.H.A.2/000786-2023,Improcedente,Improcedente,"Sin cambio"
PFC.H.A.2/000787-2023,PFC.H.A.2/000787-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/000788-2023,PFC.H.A.2/000788-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000789-2023,PFC.H.A.2/000789-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000790-2023,PFC.H.A.2/000790-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000791-2023,PFC.H.A.2/000791-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000792-2023,PFC.H.A.2/000792-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000793-2023,PFC.H.A.2/000793-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000794-2023,PFC.H.A.2/000794-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000795-2023,PFC.H.A.2/000795-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000796-2023,PFC.H.A.2/000796-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000797-2023,PFC.H.A.2/000797-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000798-2023,PFC.H.A.2/000798-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000799-2023,PFC.H.A.2/000799-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000800-2023,PFC.H.A.2/000800-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000801-2023,PFC.H.A.2/000801-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000802-2023,PFC.H.A.2/000802-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000803-2023,PFC.H.A.2/000803-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000804-2023,PFC.H.A.2/000804-2023,Improcedente,Improcedente,"Sin cambio"
PFC.H.A.2/000805-2023,PFC.H.A.2/000805-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000806-2023,PFC.H.A.2/000806-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000807-2023,PFC.H.A.2/000807-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000808-2023,PFC.H.A.2/000808-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000809-2023,PFC.H.A.2/000809-2023,Improcedente,Improcedente,"Sin cambio"
PFC.H.A.2/000810-2023,PFC.H.A.2/000810-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000811-2023,PFC.H.A.2/000811-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000812-2023,PFC.H.A.2/000812-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000813-2023,PFC.H.A.2/000813-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000814-2023,PFC.H.A.2/000814-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000815-2023,PFC.H.A.2/000815-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000816-2023,PFC.H.A.2/000816-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000817-2023,PFC.H.A.2/000817-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000818-2023,PFC.H.A.2/000818-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000819-2023,PFC.H.A.2/000819-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000820-2023,PFC.H.A.2/000820-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000821-2023,PFC.H.A.2/000821-2023,Improcedente,Improcedente,"Sin cambio"
PFC.H.A.2/000822-2023,PFC.H.A.2/000822-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000823-2023,PFC.H.A.2/000823-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000824-2023,PFC.H.A.2/000824-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000825-2023,PFC.H.A.2/000825-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000826-2023,PFC.H.A.2/000826-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000827-2023,PFC.H.A.2/000827-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000828-2023,PFC.H.A.2/000828-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000829-2023,PFC.H.A.2/000829-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000830-2023,PFC.H.A.2/000830-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/000831-2023,PFC.H.A.2/000831-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000832-2023,PFC.H.A.2/000832-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000833-2023,PFC.H.A.2/000833-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000834-2023,PFC.H.A.2/000834-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000835-2023,PFC.H.A.2/000835-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000836-2023,PFC.H.A.2/000836-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/000837-2023,PFC.H.A.2/000837-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000838-2023,PFC.H.A.2/000838-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000839-2023,PFC.H.A.2/000839-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000840-2023,PFC.H.A.2/000840-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000841-2023,PFC.H.A.2/000841-2023,"No Conciliada","No Conciliada","Sin cambio"
PFC.H.A.2/000842-2023,PFC.H.A.2/000842-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000843-2023,PFC.H.A.2/000843-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000844-2023,PFC.H.A.2/000844-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000845-2023,PFC.H.A.2/000845-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000846-2023,PFC.H.A.2/000846-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000847-2023,PFC.H.A.2/000847-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000848-2023,PFC.H.A.2/000848-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/000849-2023,PFC.H.A.2/000849-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000850-2023,PFC.H.A.2/000850-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000851-2023,PFC.H.A.2/000851-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000852-2023,PFC.H.A.2/000852-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000853-2023,PFC.H.A.2/000853-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000854-2023,PFC.H.A.2/000854-2023,"No Conciliada","No Conciliada","Sin cambio"
PFC.H.A.2/000855-2023,PFC.H.A.2/000855-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000856-2023,PFC.H.A.2/000856-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000857-2023,PFC.H.A.2/000857-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000858-2023,PFC.H.A.2/000858-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000859-2023,PFC.H.A.2/000859-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000860-2023,PFC.H.A.2/000860-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000861-2023,PFC.H.A.2/000861-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000862-2023,PFC.H.A.2/000862-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000863-2023,PFC.H.A.2/000863-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000864-2023,PFC.H.A.2/000864-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000865-2023,PFC.H.A.2/000865-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000866-2023,PFC.H.A.2/000866-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000867-2023,PFC.H.A.2/000867-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000868-2023,PFC.H.A.2/000868-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000869-2023,PFC.H.A.2/000869-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000870-2023,PFC.H.A.2/000870-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000871-2023,PFC.H.A.2/000871-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000872-2023,PFC.H.A.2/000872-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000873-2023,PFC.H.A.2/000873-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000874-2023,PFC.H.A.2/000874-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/000875-2023,PFC.H.A.2/000875-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000876-2023,PFC.H.A.2/000876-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000877-2023,PFC.H.A.2/000877-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/000878-2023,PFC.H.A.2/000878-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000879-2023,PFC.H.A.2/000879-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000880-2023,PFC.H.A.2/000880-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000881-2023,PFC.H.A.2/000881-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000882-2023,PFC.H.A.2/000882-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000883-2023,PFC.H.A.2/000883-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000884-2023,PFC.H.A.2/000884-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000885-2023,PFC.H.A.2/000885-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000886-2023,PFC.H.A.2/000886-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000887-2023,PFC.H.A.2/000887-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000888-2023,PFC.H.A.2/000888-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000889-2023,PFC.H.A.2/000889-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000890-2023,PFC.H.A.2/000890-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000891-2023,PFC.H.A.2/000891-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000892-2023,PFC.H.A.2/000892-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000893-2023,PFC.H.A.2/000893-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000894-2023,PFC.H.A.2/000894-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000895-2023,PFC.H.A.2/000895-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000896-2023,PFC.H.A.2/000896-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000897-2023,PFC.H.A.2/000897-2023,"No Conciliada","No Conciliada","Sin cambio"
PFC.H.A.2/000898-2023,PFC.H.A.2/000898-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000899-2023,PFC.H.A.2/000899-2023,Improcedente,Improcedente,"Sin cambio"
PFC.H.A.2/000900-2023,PFC.H.A.2/000900-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000901-2023,PFC.H.A.2/000901-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000902-2023,PFC.H.A.2/000902-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000903-2023,PFC.H.A.2/000903-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000904-2023,PFC.H.A.2/000904-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000905-2023,PFC.H.A.2/000905-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.H.A.2/000906-2023,PFC.H.A.2/000906-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000907-2023,PFC.H.A.2/000907-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000908-2023,PFC.H.A.2/000908-2023,Conciliada,Conciliada,"Sin cambio"
PFC.H.A.2/000909-2023,PFC.H.A.2/000909-2023,Conciliada,Conciliada,"Sin cambio"
